userName,content,score,thumbsUpCount,reviewCreatedVersion,at,cleaned_content,sentiment_score,sentiment_label,review_length
Achonma Zhema,"It's an interesting app, easy to understand, and you'll notice progress if you're consistent, I'm enjoying it so far",5,0,6.26.2,2025-04-28 13:00:18,its an interesting app easy to understand and youll notice progress if youre consistent im enjoying it so far,0.8957,positive,19
Raju Maile,best app✨👍,5,0,5.138.6,2025-04-28 12:58:39,best app,0.6369,positive,2
Satyajit Das,Very good for learning new languages,5,0,6.27.4,2025-04-28 12:58:10,very good for learning new languages,0.4927,positive,6
saranya sdnr,"in India only hind ahh no other language like tamil, Telugu and other where is not have sri lanka language shinala were",1,2,6.6.6,2025-04-28 12:57:00,in india only hind ahh no other language like tamil telugu and other where is not have sri lanka language shinala were,0.0772,positive,22
Md. Jubayer Rohoman Jitu,ভাল,5,0,6.27.4,2025-04-28 12:55:44,,0.0,neutral,0
Eli Chapman,I think this is a very good app I have started to learn Greek and this not only helps it makes it fun five out of five,5,0,,2025-04-28 12:53:24,i think this is a very good app i have started to learn greek and this not only helps it makes it fun five out of five,0.6496,positive,27
Hardik Desai,"Great way to learn language speaking, listening, writing Thank you Duolingo",5,0,6.27.4,2025-04-28 12:52:36,great way to learn language speaking listening writing thank you duolingo,0.765,positive,11
Maya Ali Maya,it's amazing app I can't describe it in words,4,0,6.27.4,2025-04-28 12:51:14,its amazing app i cant describe it in words,0.5859,positive,9
Sushil Tripathi,"its best 👍 In this app you can learn any language like Korean, Japanese, Thai etc. This is the best for kids and adults also .",5,0,6.23.2,2025-04-28 12:51:10,its best in this app you can learn any language like korean japanese thai etc this is the best for kids and adults also,0.8979,positive,24
antor hossain,"it's a good platform. But i'm not good at english. After i learn english properly, & I'm trying to give you a good review.",5,0,6.27.4,2025-04-28 12:49:45,its a good platform but im not good at english after i learn english properly im trying to give you a good review,0.8641,positive,23
Kanisha Dubey Gudiya,The app is nice but there are many languages which are not available to learn in the app. I wanted to learn filipino but the language is not available so overall my experience was not that good but if you want to learn other languages so you can definitely use this app,3,0,,2025-04-28 12:49:05,the app is nice but there are many languages which are not available to learn in the app i wanted to learn filipino but the language is not available so overall my experience was not that good but if you want to learn other languages so you can definitely use this app,0.4916,positive,52
Sreeyanshi Tripathy,I love the it teach to... 💟I love you dolingo...... but but there is something messing in teaching I hate little bit... 😢😡,4,0,,2025-04-28 12:48:35,i love the it teach to i love you dolingo but but there is something messing in teaching i hate little bit,-0.2144,negative,22
Padmaja Patil,very good 👍,5,0,6.27.4,2025-04-28 12:48:25,very good,0.4927,positive,2
Munna Kumar,excellent,5,0,6.27.4,2025-04-28 12:48:05,excellent,0.5719,positive,1
Rawan KARAKI,my dauter learned sooooo much in just two days!,5,0,6.27.4,2025-04-28 12:47:36,my dauter learned sooooo much in just two days,0.0,neutral,9
Ridhvir Gupta,sooo good love itttt!!!!!,5,0,6.27.4,2025-04-28 12:45:55,sooo good love itttt,0.7964,positive,4
Alex Bogov,"looks lire really useful application, i love it.",5,0,6.27.4,2025-04-28 12:45:46,looks lire really useful application i love it,0.8251,positive,8
Mohammed Shahbaz,i love this app,5,0,6.27.4,2025-04-28 12:44:28,i love this app,0.6369,positive,4
0131 Yousha,"it's really helpful 😁, Specially, U are so cute duo....",5,0,6.27.4,2025-04-28 12:43:40,its really helpful specially u are so cute duo,0.7881,positive,9
T Taylor,I like this app because the modules are quick and helpful,5,0,6.27.4,2025-04-28 12:42:39,i like this app because the modules are quick and helpful,0.6486,positive,11
Sujala Paleri,i like this app because it don't want money to learn and i like it,4,0,6.27.4,2025-04-28 12:42:04,i like this app because it dont want money to learn and i like it,0.5828,positive,15
P M,Nice app! Would really like to have expanded feature of drawing letters/symbols like in japanese hiragana/katakana. S pen works really good but it would really shine if you could practice drawing more than once and repetitively as well as without the automated guidelines so you coul draw it more crudely to practice form. Dropped it to 2 stars because Duo is interrupting every lesson 2 times with annoying sound. Kanji drawing is still broken,1,0,6.27.4,2025-04-28 12:42:03,nice app would really like to have expanded feature of drawing letterssymbols like in japanese hiraganakatakana s pen works really good but it would really shine if you could practice drawing more than once and repetitively as well as without the automated guidelines so you coul draw it more crudely to practice form dropped it to 2 stars because duo is interrupting every lesson 2 times with annoying sound kanji drawing is still broken,-0.743,negative,74
Sarmin Akter,this app is so so good . try this app . ciao,5,0,6.27.4,2025-04-28 12:41:23,this app is so so good try this app ciao,0.6236,positive,10
Theo Lock,More than 40 languages!,5,0,6.26.2,2025-04-28 12:40:52,more than 40 languages,0.0,neutral,4
Kristin Brown,Fun way to learn new languages,5,0,6.27.4,2025-04-28 12:40:08,fun way to learn new languages,0.5106,positive,6
Justin Thomas,"I used to love this app, the push for max and increase in ads disrupts the learning experience now.",3,2,6.27.4,2025-04-28 12:39:29,i used to love this app the push for max and increase in ads disrupts the learning experience now,0.7579,positive,19
Goob Dw,it helps me with Russian 🇷🇺🇷🇺🇷🇺,5,0,6.27.4,2025-04-28 12:38:44,it helps me with russian,0.3818,positive,5
MD ROBIUL,good,5,0,6.27.4,2025-04-28 12:38:39,good,0.4404,positive,1
Nazia Yasin,there are some languages missing that we need to learn,2,0,,2025-04-28 12:36:25,there are some languages missing that we need to learn,-0.296,negative,10
Ayub Muhammad,wanna learn new language? just downland this app!,5,0,,2025-04-28 12:35:12,wanna learn new language just downland this app,0.0,neutral,8
Jan Ceddy Minoza,awesome,5,0,,2025-04-28 12:34:44,awesome,0.6249,positive,1
raja SM,👍,5,0,6.27.4,2025-04-28 12:32:57,,0.0,neutral,0
Flaviana Amilya,it doesn't have Jamaican,4,0,,2025-04-28 12:32:15,it doesnt have jamaican,0.0,neutral,4
Nishu kumar Singh,can u give thai please 🙇,2,0,,2025-04-28 12:31:57,can u give thai please,0.3182,positive,5
hitarth,Very good language learning app,5,0,6.27.4,2025-04-28 12:31:56,very good language learning app,0.4927,positive,5
Diana Rached,it is soo useful and fun to help me learn a new language,5,0,6.27.4,2025-04-28 12:31:53,it is soo useful and fun to help me learn a new language,0.836,positive,13
el mehdi moumane,the app is so good 👍😊,5,0,6.27.4,2025-04-28 12:30:20,the app is so good,0.5777,positive,5
Emma Fidler,I have alot of free time so I wanted to try out duo and I love it try it it's fun,5,0,6.27.4,2025-04-28 12:30:17,i have alot of free time so i wanted to try out duo and i love it try it its fun,0.8957,positive,21
Pawan Sen,good 👍 👍 👍 👍 👍,5,0,6.27.4,2025-04-28 12:29:07,good,0.4404,positive,1
Lydia Chambers,it help me a lot it is amazing I now know how to speak French and Mexican it is so good I can not say a bad thing about it I love all of the free trials help metaly it told me where I went wrong and it is fun plus it gives a calm down time so I love it i recommend it is the best thing i download it is so good i love it is it amazing.,5,0,6.27.4,2025-04-28 12:28:25,it help me a lot it is amazing i now know how to speak french and mexican it is so good i can not say a bad thing about it i love all of the free trials help metaly it told me where i went wrong and it is fun plus it gives a calm down time so i love it i recommend it is the best thing i download it is so good i love it is it amazing,0.9938,positive,80
Oscar Agressott,Great,5,0,6.27.4,2025-04-28 12:28:19,great,0.6249,positive,1
mustafa abayomi,what a lovely app,5,0,6.27.4,2025-04-28 12:25:37,what a lovely app,0.5859,positive,4
shrikant ghodmare,great deal,5,0,6.21.3,2025-04-28 12:24:08,great deal,0.6249,positive,2
Ahammed Junaid P A Thasneem Abdullah,this is the best thing I have ever seen before,5,0,6.27.4,2025-04-28 12:24:08,this is the best thing i have ever seen before,0.6369,positive,10
Gertrude Akpale,"This app is great for all ages. I am on my Spanish course and it's so easy to learn! Duo needs an oscar. If this app had a Netfix channel, I would give it an ""I LOVE IT👍👍"" Anyways my review on Duolingo is complete. Spanish or Vanish?",5,0,6.27.4,2025-04-28 12:24:04,this app is great for all ages i am on my spanish course and its so easy to learn duo needs an oscar if this app had a netfix channel i would give it an i love it anyways my review on duolingo is complete spanish or vanish,0.9192,positive,48
Noy Wanriko,Abit boring but teaches me alot of things :) 😃,3,1,6.27.4,2025-04-28 12:23:33,abit boring but teaches me alot of things,-0.1655,negative,8
Mike Wolfe,"I really love this app, it's great for learning other languages very easy to use explains mistakes and doesn't overload you with multiple words at one time! I use it everyday!",5,0,6.27.4,2025-04-28 12:23:23,i really love this app its great for learning other languages very easy to use explains mistakes and doesnt overload you with multiple words at one time i use it everyday,0.908,positive,31
Salil Pawar,I was learning korean and now I can speak korean best app ever,5,0,6.27.4,2025-04-28 12:23:23,i was learning korean and now i can speak korean best app ever,0.6369,positive,13
Mohd Kaif,aap bhi seekho,5,0,6.23.2,2025-04-28 12:23:22,aap bhi seekho,0.0,neutral,3
Roger Mozingo,Fun and very intuitive,5,0,6.27.4,2025-04-28 12:22:30,fun and very intuitive,0.5106,positive,4
Royal Rattu,excellent,4,0,6.26.2,2025-04-28 12:22:04,excellent,0.5719,positive,1
Sridevy Ilayarajaa,I have learned many words in french because of duolingo thank you,5,0,6.27.4,2025-04-28 12:21:15,i have learned many words in french because of duolingo thank you,0.3612,positive,12
Jacklin Jerin,this is Very helpfully Apps i like this✌️,5,0,6.26.2,2025-04-28 12:20:11,this is very helpfully apps i like this,0.7474,positive,8
Arisa Afruj,is my favorite,5,0,6.27.4,2025-04-28 12:16:01,is my favorite,0.4588,positive,3
Ashok Sharma,nice,5,0,6.27.4,2025-04-28 12:15:56,nice,0.4215,positive,1
